event,gender,fighter1,fighter2,fight,winner,Method,Round,Time,Time format,duration
UFC 291: Poirier vs. Gaethje 2,1,Dustin Poirier,Justin Gaethje,UFC 291: Poirier vs. Gaethje 2: Dustin Poirier v Justin Gaethje,Justin Gaethje,KO/TKO,2.0,1.0,5 Rnd (5-5-5-5-5),6.0
UFC 291: Poirier vs. Gaethje 2,1,Jan Blachowicz,Alex Pereira,UFC 291: Poirier vs. Gaethje 2: Jan Blachowicz v Alex Pereira,Alex Pereira,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 291: Poirier vs. Gaethje 2,1,Michael Chiesa,Kevin Holland,UFC 291: Poirier vs. Gaethje 2: Michael Chiesa v Kevin Holland,Kevin Holland,Submission,1.0,2.65,3 Rnd (5-5-5),2.65
UFC Fight Night: Aspinall vs. Tybura,1,Mick Parkin,Jamal Pogues,UFC Fight Night: Aspinall vs. Tybura: Mick Parkin v Jamal Pogues,Mick Parkin,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Chris Duncan,Yanal Ashmouz,UFC Fight Night: Aspinall vs. Tybura: Chris Duncan v Yanal Ashmouz,Chris Duncan,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Lerone Murphy,Josh Culibao,UFC Fight Night: Aspinall vs. Tybura: Lerone Murphy v Josh Culibao,Lerone Murphy,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Jai Herbert,Fares Ziam,UFC Fight Night: Aspinall vs. Tybura: Jai Herbert v Fares Ziam,Fares Ziam,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Nathaniel Wood,Andre Fili,UFC Fight Night: Aspinall vs. Tybura: Nathaniel Wood v Andre Fili,Nathaniel Wood,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Tom Aspinall,Marcin Tybura,UFC Fight Night: Aspinall vs. Tybura: Tom Aspinall v Marcin Tybura,Tom Aspinall,KO/TKO,1.0,1.2166666666666668,5 Rnd (5-5-5-5-5),1.2166666666666668
UFC Fight Night: Aspinall vs. Tybura,1,Jafel Filho,Daniel Barez,UFC Fight Night: Aspinall vs. Tybura: Jafel Filho v Daniel Barez,Jafel Filho,Submission,1.0,3.4333333333333336,3 Rnd (5-5-5),3.4333333333333336
UFC Fight Night: Aspinall vs. Tybura,1,Davey Grant,Daniel Marcos,UFC Fight Night: Aspinall vs. Tybura: Davey Grant v Daniel Marcos,Daniel Marcos,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Makhmud Muradov,Bryan Barberena,UFC Fight Night: Aspinall vs. Tybura: Makhmud Muradov v Bryan Barberena,Makhmud Muradov,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,0,Molly McCann,Julija Stoliarenko,UFC Fight Night: Aspinall vs. Tybura: Molly McCann v Julija Stoliarenko,Julija Stoliarenko,Submission,1.0,1.9166666666666663,3 Rnd (5-5-5),1.9166666666666663
UFC Fight Night: Aspinall vs. Tybura,1,Paul Craig,Andre Muniz,UFC Fight Night: Aspinall vs. Tybura: Paul Craig v Andre Muniz,Paul Craig,KO/TKO,2.0,4.666666666666667,3 Rnd (5-5-5),9.666666666666668
UFC Fight Night: Aspinall vs. Tybura,0,Shauna Bannon,Bruna Brasil,UFC Fight Night: Aspinall vs. Tybura: Shauna Bannon v Bruna Brasil,Bruna Brasil,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Danny Roberts,Jonny Parsons,UFC Fight Night: Aspinall vs. Tybura: Danny Roberts v Jonny Parsons,Jonny Parsons,KO/TKO,2.0,4.95,3 Rnd (5-5-5),9.95
UFC Fight Night: Aspinall vs. Tybura,0,Ketlen Vieira,Pannie Kianzad,UFC Fight Night: Aspinall vs. Tybura: Ketlen Vieira v Pannie Kianzad,Ketlen Vieira,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Aspinall vs. Tybura,1,Marc Diakiese,Joel Alvarez,UFC Fight Night: Aspinall vs. Tybura: Marc Diakiese v Joel Alvarez,Joel Alvarez,Submission,2.0,4.433333333333334,3 Rnd (5-5-5),9.433333333333334
UFC Fight Night: Holm vs. Bueno Silva,1,Nazim Sadykhov,Terrance McKinney,UFC Fight Night: Holm vs. Bueno Silva: Nazim Sadykhov v Terrance McKinney,Nazim Sadykhov,Submission,2.0,1.1166666666666667,3 Rnd (5-5-5),6.116666666666667
UFC Fight Night: Holm vs. Bueno Silva,1,Albert Duraev,JunYong Park,UFC Fight Night: Holm vs. Bueno Silva: Albert Duraev v JunYong Park,JunYong Park,Submission,2.0,4.75,3 Rnd (5-5-5),9.75
UFC Fight Night: Holm vs. Bueno Silva,0,Viktoriia Dudakova,Istela Nunes,UFC Fight Night: Holm vs. Bueno Silva: Viktoriia Dudakova v Istela Nunes,Viktoriia Dudakova,KO/TKO,1.0,0.5666666666666667,3 Rnd (5-5-5),0.5666666666666667
UFC Fight Night: Holm vs. Bueno Silva,1,Austin Lingo,Melquizael Costa,UFC Fight Night: Holm vs. Bueno Silva: Austin Lingo v Melquizael Costa,Melquizael Costa,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,0,Norma Dumont,Chelsea Chandler,UFC Fight Night: Holm vs. Bueno Silva: Norma Dumont v Chelsea Chandler,Norma Dumont,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,1,Tyson Nam,Azat Maksum,UFC Fight Night: Holm vs. Bueno Silva: Tyson Nam v Azat Maksum,Azat Maksum,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,1,Jack Della Maddalena,Bassil Hafez,UFC Fight Night: Holm vs. Bueno Silva: Jack Della Maddalena v Bassil Hafez,Jack Della Maddalena,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,1,Ottman Azaitar,Francisco Prado,UFC Fight Night: Holm vs. Bueno Silva: Ottman Azaitar v Francisco Prado,Francisco Prado,KO/TKO,1.0,4.083333333333333,3 Rnd (5-5-5),4.083333333333333
UFC Fight Night: Holm vs. Bueno Silva,0,Ashlee Evans-Smith,Ailin Perez,UFC Fight Night: Holm vs. Bueno Silva: Ashlee Evans-Smith v Ailin Perez,Ailin Perez,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,1,Alexander Munoz,Carl Deaton,UFC Fight Night: Holm vs. Bueno Silva: Alexander Munoz v Carl Deaton,Alexander Munoz,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,1,Evan Elder,Genaro Valdez,UFC Fight Night: Holm vs. Bueno Silva: Evan Elder v Genaro Valdez,Evan Elder,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,1,Tucker Lutz,Melsik Baghdasaryan,UFC Fight Night: Holm vs. Bueno Silva: Tucker Lutz v Melsik Baghdasaryan,Melsik Baghdasaryan,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Holm vs. Bueno Silva,0,Holly Holm,Mayra Bueno Silva,UFC Fight Night: Holm vs. Bueno Silva: Holly Holm v Mayra Bueno Silva,Mayra Bueno Silva,Overturned,2.0,0.6333333333333333,5 Rnd (5-5-5-5-5),5.633333333333333
UFC 290: Volkanovski vs. Rodriguez,1,Tatsuro Taira,Edgar Chairez,UFC 290: Volkanovski vs. Rodriguez: Tatsuro Taira v Edgar Chairez,Tatsuro Taira,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 290: Volkanovski vs. Rodriguez,1,Alexander Volkanovski,Yair Rodriguez,UFC 290: Volkanovski vs. Rodriguez: Alexander Volkanovski v Yair Rodriguez,Alexander Volkanovski,KO/TKO,3.0,4.316666666666666,5 Rnd (5-5-5-5-5),14.316666666666666
UFC 290: Volkanovski vs. Rodriguez,1,Cameron Saaiman,Terrence Mitchell,UFC 290: Volkanovski vs. Rodriguez: Cameron Saaiman v Terrence Mitchell,Cameron Saaiman,KO/TKO,1.0,3.1666666666666665,3 Rnd (5-5-5),3.1666666666666665
UFC 290: Volkanovski vs. Rodriguez,1,Brandon Moreno,Alexandre Pantoja,UFC 290: Volkanovski vs. Rodriguez: Brandon Moreno v Alexandre Pantoja,Alexandre Pantoja,Decision - Split,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC 290: Volkanovski vs. Rodriguez,1,Jimmy Crute,Alonzo Menifield,UFC 290: Volkanovski vs. Rodriguez: Jimmy Crute v Alonzo Menifield,Alonzo Menifield,Submission,2.0,1.9166666666666663,3 Rnd (5-5-5),6.916666666666666
UFC 290: Volkanovski vs. Rodriguez,1,Vitor Petrino,Marcin Prachnio,UFC 290: Volkanovski vs. Rodriguez: Vitor Petrino v Marcin Prachnio,Vitor Petrino,Submission,3.0,3.7,3 Rnd (5-5-5),13.7
UFC 290: Volkanovski vs. Rodriguez,1,Robert Whittaker,Dricus Du Plessis,UFC 290: Volkanovski vs. Rodriguez: Robert Whittaker v Dricus Du Plessis,Dricus Du Plessis,KO/TKO,2.0,2.3833333333333333,3 Rnd (5-5-5),7.383333333333333
UFC 290: Volkanovski vs. Rodriguez,0,Yazmin Jauregui,Denise Gomes,UFC 290: Volkanovski vs. Rodriguez: Yazmin Jauregui v Denise Gomes,Denise Gomes,KO/TKO,1.0,0.3333333333333333,3 Rnd (5-5-5),0.3333333333333333
UFC 290: Volkanovski vs. Rodriguez,1,Robbie Lawler,Niko Price,UFC 290: Volkanovski vs. Rodriguez: Robbie Lawler v Niko Price,Robbie Lawler,KO/TKO,1.0,0.6333333333333333,3 Rnd (5-5-5),0.6333333333333333
UFC 290: Volkanovski vs. Rodriguez,1,Bo Nickal,Val Woodburn,UFC 290: Volkanovski vs. Rodriguez: Bo Nickal v Val Woodburn,Bo Nickal,KO/TKO,1.0,0.6333333333333333,3 Rnd (5-5-5),0.6333333333333333
UFC 290: Volkanovski vs. Rodriguez,1,Shannon Ross,Jesus Aguilar,UFC 290: Volkanovski vs. Rodriguez: Shannon Ross v Jesus Aguilar,Jesus Aguilar,KO/TKO,1.0,0.2833333333333333,3 Rnd (5-5-5),0.2833333333333333
UFC 290: Volkanovski vs. Rodriguez,1,Kamuela Kirk,Esteban Ribovics,UFC 290: Volkanovski vs. Rodriguez: Kamuela Kirk v Esteban Ribovics,Esteban Ribovics,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 290: Volkanovski vs. Rodriguez,1,Jalin Turner,Dan Hooker,UFC 290: Volkanovski vs. Rodriguez: Jalin Turner v Dan Hooker,Dan Hooker,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Strickland vs. Magomedov,1,Joanderson Brito,Westin Wilson,UFC Fight Night: Strickland vs. Magomedov: Joanderson Brito v Westin Wilson,Joanderson Brito,KO/TKO,1.0,2.9,3 Rnd (5-5-5),2.9
UFC Fight Night: Strickland vs. Magomedov,0,Ivana Petrovic,Luana Carolina,UFC Fight Night: Strickland vs. Magomedov: Ivana Petrovic v Luana Carolina,Luana Carolina,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Strickland vs. Magomedov,0,Yana Santos,Karol Rosa,UFC Fight Night: Strickland vs. Magomedov: Yana Santos v Karol Rosa,Karol Rosa,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Strickland vs. Magomedov,1,Brunno Ferreira,Nursulton Ruziboev,UFC Fight Night: Strickland vs. Magomedov: Brunno Ferreira v Nursulton Ruziboev,Nursulton Ruziboev,KO/TKO,1.0,1.2833333333333332,3 Rnd (5-5-5),1.2833333333333332
UFC Fight Night: Strickland vs. Magomedov,1,Alexandr Romanov,Blagoy Ivanov,UFC Fight Night: Strickland vs. Magomedov: Alexandr Romanov v Blagoy Ivanov,Alexandr Romanov,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Strickland vs. Magomedov,1,Ismael Bonfim,Benoit Saint Denis,UFC Fight Night: Strickland vs. Magomedov: Ismael Bonfim v Benoit Saint Denis,Benoit Saint Denis,Submission,1.0,4.8,3 Rnd (5-5-5),4.8
UFC Fight Night: Strickland vs. Magomedov,1,Damir Ismagulov,Grant Dawson,UFC Fight Night: Strickland vs. Magomedov: Damir Ismagulov v Grant Dawson,Grant Dawson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Strickland vs. Magomedov,1,Kevin Lee,Rinat Fakhretdinov,UFC Fight Night: Strickland vs. Magomedov: Kevin Lee v Rinat Fakhretdinov,Rinat Fakhretdinov,Submission,1.0,0.9166666666666666,3 Rnd (5-5-5),0.9166666666666666
UFC Fight Night: Strickland vs. Magomedov,1,Guram Kutateladze,Elves Brener,UFC Fight Night: Strickland vs. Magomedov: Guram Kutateladze v Elves Brener,Elves Brener,KO/TKO,3.0,3.283333333333333,3 Rnd (5-5-5),13.283333333333331
UFC Fight Night: Strickland vs. Magomedov,1,Sean Strickland,Abus Magomedov,UFC Fight Night: Strickland vs. Magomedov: Sean Strickland v Abus Magomedov,Sean Strickland,KO/TKO,2.0,4.333333333333333,5 Rnd (5-5-5-5-5),9.333333333333332
UFC Fight Night: Strickland vs. Magomedov,1,Max Griffin,Michael Morales,UFC Fight Night: Strickland vs. Magomedov: Max Griffin v Michael Morales,Michael Morales,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Strickland vs. Magomedov,0,Ariane da Silva,Melissa Gatto,UFC Fight Night: Strickland vs. Magomedov: Ariane da Silva v Melissa Gatto,Ariane da Silva,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,0,Amanda Ribas,Maycee Barber,UFC Fight Night: Emmett vs. Topuria: Amanda Ribas v Maycee Barber,Maycee Barber,KO/TKO,2.0,3.7,3 Rnd (5-5-5),8.7
UFC Fight Night: Emmett vs. Topuria,1,Jamall Emmers,Jack Jenkins,UFC Fight Night: Emmett vs. Topuria: Jamall Emmers v Jack Jenkins,Jack Jenkins,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,Zhalgas Zhumagulov,Joshua Van,UFC Fight Night: Emmett vs. Topuria: Zhalgas Zhumagulov v Joshua Van,Joshua Van,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,Cody Brundage,Sedriques Dumas,UFC Fight Night: Emmett vs. Topuria: Cody Brundage v Sedriques Dumas,Sedriques Dumas,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,Randy Brown,Wellington Turman,UFC Fight Night: Emmett vs. Topuria: Randy Brown v Wellington Turman,Randy Brown,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,Mateusz Rebecki,Loik Radzhabov,UFC Fight Night: Emmett vs. Topuria: Mateusz Rebecki v Loik Radzhabov,Mateusz Rebecki,KO/TKO,2.0,2.6,3 Rnd (5-5-5),7.6
UFC Fight Night: Emmett vs. Topuria,0,Tabatha Ricci,Gillian Robertson,UFC Fight Night: Emmett vs. Topuria: Tabatha Ricci v Gillian Robertson,Tabatha Ricci,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,Austen Lane,Justin Tafa,UFC Fight Night: Emmett vs. Topuria: Austen Lane v Justin Tafa,Justin Tafa,Could Not Continue,1.0,0.4833333333333333,3 Rnd (5-5-5),0.4833333333333333
UFC Fight Night: Emmett vs. Topuria,1,Josh Emmett,Ilia Topuria,UFC Fight Night: Emmett vs. Topuria: Josh Emmett v Ilia Topuria,Ilia Topuria,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Emmett vs. Topuria,1,Brendan Allen,Bruno Silva,UFC Fight Night: Emmett vs. Topuria: Brendan Allen v Bruno Silva,Brendan Allen,Submission,1.0,4.65,3 Rnd (5-5-5),4.65
UFC Fight Night: Emmett vs. Topuria,1,Neil Magny,Phil Rowe,UFC Fight Night: Emmett vs. Topuria: Neil Magny v Phil Rowe,Neil Magny,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,Trevor Peek,Chepe Mariscal,UFC Fight Night: Emmett vs. Topuria: Trevor Peek v Chepe Mariscal,Chepe Mariscal,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Emmett vs. Topuria,1,David Onama,Gabriel Santos,UFC Fight Night: Emmett vs. Topuria: David Onama v Gabriel Santos,David Onama,KO/TKO,2.0,4.216666666666667,3 Rnd (5-5-5),9.216666666666669
UFC Fight Night: Vettori vs. Cannonier,1,Zac Pauga,Modestas Bukauskas,UFC Fight Night: Vettori vs. Cannonier: Zac Pauga v Modestas Bukauskas,Modestas Bukauskas,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Vettori vs. Cannonier,1,Jimmy Flick,Alessandro Costa,UFC Fight Night: Vettori vs. Cannonier: Jimmy Flick v Alessandro Costa,Alessandro Costa,KO/TKO,2.0,1.05,3 Rnd (5-5-5),6.05
UFC Fight Night: Vettori vs. Cannonier,1,Manuel Torres,Nikolas Motta,UFC Fight Night: Vettori vs. Cannonier: Manuel Torres v Nikolas Motta,Manuel Torres,KO/TKO,1.0,1.8333333333333333,3 Rnd (5-5-5),1.8333333333333333
UFC Fight Night: Vettori vs. Cannonier,1,Arman Tsarukyan,Joaquim Silva,UFC Fight Night: Vettori vs. Cannonier: Arman Tsarukyan v Joaquim Silva,Arman Tsarukyan,KO/TKO,3.0,3.4166666666666665,3 Rnd (5-5-5),13.416666666666666
UFC Fight Night: Vettori vs. Cannonier,0,Tereza Bleda,Gabriella Fernandes,UFC Fight Night: Vettori vs. Cannonier: Tereza Bleda v Gabriella Fernandes,Tereza Bleda,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Vettori vs. Cannonier,1,Armen Petrosyan,Christian Leroy Duncan,UFC Fight Night: Vettori vs. Cannonier: Armen Petrosyan v Christian Leroy Duncan,Armen Petrosyan,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Vettori vs. Cannonier,1,Pat Sabatini,Lucas Almeida,UFC Fight Night: Vettori vs. Cannonier: Pat Sabatini v Lucas Almeida,Pat Sabatini,Submission,2.0,1.8,3 Rnd (5-5-5),6.8
UFC Fight Night: Vettori vs. Cannonier,1,Nicolas Dalby,Muslim Salikhov,UFC Fight Night: Vettori vs. Cannonier: Nicolas Dalby v Muslim Salikhov,Nicolas Dalby,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Vettori vs. Cannonier,1,Carlos Hernandez,Denys Bondar,UFC Fight Night: Vettori vs. Cannonier: Carlos Hernandez v Denys Bondar,Carlos Hernandez,Decision - Unanimous,3.0,4.983333333333333,3 Rnd (5-5-5),14.983333333333334
UFC Fight Night: Vettori vs. Cannonier,1,Dan Argueta,Ronnie Lawrence,UFC Fight Night: Vettori vs. Cannonier: Dan Argueta v Ronnie Lawrence,Ronnie Lawrence,Overturned,1.0,2.333333333333333,3 Rnd (5-5-5),2.333333333333333
UFC Fight Night: Vettori vs. Cannonier,1,Marvin Vettori,Jared Cannonier,UFC Fight Night: Vettori vs. Cannonier: Marvin Vettori v Jared Cannonier,Jared Cannonier,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Vettori vs. Cannonier,1,Kyung Ho Kang,Cristian Quinonez,UFC Fight Night: Vettori vs. Cannonier: Kyung Ho Kang v Cristian Quinonez,Kyung Ho Kang,Submission,1.0,2.4166666666666665,3 Rnd (5-5-5),2.4166666666666665
UFC 289: Nunes vs. Aldana,0,Diana Belbita,Maria Oliveira,UFC 289: Nunes vs. Aldana: Diana Belbita v Maria Oliveira,Diana Belbita,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 289: Nunes vs. Aldana,0,Amanda Nunes,Irene Aldana,UFC 289: Nunes vs. Aldana: Amanda Nunes v Irene Aldana,Amanda Nunes,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC 289: Nunes vs. Aldana,1,Kyle Nelson,Blake Bilder,UFC 289: Nunes vs. Aldana: Kyle Nelson v Blake Bilder,Kyle Nelson,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 289: Nunes vs. Aldana,1,Marc-Andre Barriault,Eryk Anders,UFC 289: Nunes vs. Aldana: Marc-Andre Barriault v Eryk Anders,Marc-Andre Barriault,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 289: Nunes vs. Aldana,1,Nassourdine Imavov,Chris Curtis,UFC 289: Nunes vs. Aldana: Nassourdine Imavov v Chris Curtis,Chris Curtis,Could Not Continue,2.0,3.066666666666667,3 Rnd (5-5-5),8.066666666666666
UFC 289: Nunes vs. Aldana,1,Dan Ige,Nate Landwehr,UFC 289: Nunes vs. Aldana: Dan Ige v Nate Landwehr,Dan Ige,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 289: Nunes vs. Aldana,1,Mike Malott,Adam Fugitt,UFC 289: Nunes vs. Aldana: Mike Malott v Adam Fugitt,Mike Malott,Submission,2.0,1.1,3 Rnd (5-5-5),6.1
UFC 289: Nunes vs. Aldana,1,Aiemann Zahabi,Aoriqileng,UFC 289: Nunes vs. Aldana: Aiemann Zahabi v Aoriqileng,Aiemann Zahabi,KO/TKO,1.0,1.0666666666666669,3 Rnd (5-5-5),1.0666666666666669
UFC 289: Nunes vs. Aldana,0,Miranda Maverick,Jasmine Jasudavicius,UFC 289: Nunes vs. Aldana: Miranda Maverick v Jasmine Jasudavicius,Jasmine Jasudavicius,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 289: Nunes vs. Aldana,1,Charles Oliveira,Beneil Dariush,UFC 289: Nunes vs. Aldana: Charles Oliveira v Beneil Dariush,Charles Oliveira,KO/TKO,1.0,4.166666666666667,3 Rnd (5-5-5),4.166666666666667
UFC 289: Nunes vs. Aldana,1,David Dvorak,Steve Erceg,UFC 289: Nunes vs. Aldana: David Dvorak v Steve Erceg,Steve Erceg,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Daniel Santos,Johnny Munoz,UFC Fight Night: Kara-France vs. Albazi: Daniel Santos v Johnny Munoz,Daniel Santos,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Philipe Lins,Maxim Grishin,UFC Fight Night: Kara-France vs. Albazi: Philipe Lins v Maxim Grishin,Philipe Lins,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Andrei Arlovski,Don'Tale Mayes,UFC Fight Night: Kara-France vs. Albazi: Andrei Arlovski v Don'Tale Mayes,Don'Tale Mayes,KO/TKO,2.0,3.283333333333333,3 Rnd (5-5-5),8.283333333333333
UFC Fight Night: Kara-France vs. Albazi,1,Da'Mon Blackshear,Luan Lacerda,UFC Fight Night: Kara-France vs. Albazi: Da'Mon Blackshear v Luan Lacerda,Da'Mon Blackshear,KO/TKO,2.0,3.9,3 Rnd (5-5-5),8.9
UFC Fight Night: Kara-France vs. Albazi,0,Elise Reed,Jinh Yu Frey,UFC Fight Night: Kara-France vs. Albazi: Elise Reed v Jinh Yu Frey,Elise Reed,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,UFC Fight Night: Kara-France vs. Albazi: Abubakar Nurmagomedov v Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,0,Karine Silva,Ketlen Souza,UFC Fight Night: Kara-France vs. Albazi: Karine Silva v Ketlen Souza,Karine Silva,Submission,1.0,1.75,3 Rnd (5-5-5),1.75
UFC Fight Night: Kara-France vs. Albazi,1,John Castaneda,Muin Gafurov,UFC Fight Night: Kara-France vs. Albazi: John Castaneda v Muin Gafurov,John Castaneda,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Jamie Mullarkey,Muhammad Naimov,UFC Fight Night: Kara-France vs. Albazi: Jamie Mullarkey v Muhammad Naimov,Muhammad Naimov,KO/TKO,2.0,2.9833333333333334,3 Rnd (5-5-5),7.983333333333333
UFC Fight Night: Kara-France vs. Albazi,1,Kai Kara-France,Amir Albazi,UFC Fight Night: Kara-France vs. Albazi: Kai Kara-France v Amir Albazi,Amir Albazi,Decision - Split,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Kara-France vs. Albazi,1,Tim Elliott,Victor Altamirano,UFC Fight Night: Kara-France vs. Albazi: Tim Elliott v Victor Altamirano,Tim Elliott,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Alex Caceres,Daniel Pineda,UFC Fight Night: Kara-France vs. Albazi: Alex Caceres v Daniel Pineda,Alex Caceres,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Kara-France vs. Albazi,1,Jim Miller,Jesse Butler,UFC Fight Night: Kara-France vs. Albazi: Jim Miller v Jesse Butler,Jim Miller,KO/TKO,1.0,0.3833333333333333,3 Rnd (5-5-5),0.3833333333333333
UFC Fight Night: Dern vs. Hill,0,Natalia Silva,Victoria Leonardo,UFC Fight Night: Dern vs. Hill: Natalia Silva v Victoria Leonardo,Natalia Silva,KO/TKO,1.0,2.966666666666667,3 Rnd (5-5-5),2.966666666666667
UFC Fight Night: Dern vs. Hill,1,Edmen Shahbazyan,Anthony Hernandez,UFC Fight Night: Dern vs. Hill: Edmen Shahbazyan v Anthony Hernandez,Anthony Hernandez,KO/TKO,3.0,1.0166666666666666,3 Rnd (5-5-5),11.016666666666666
UFC Fight Night: Dern vs. Hill,1,Orion Cosce,Gilbert Urbina,UFC Fight Night: Dern vs. Hill: Orion Cosce v Gilbert Urbina,Gilbert Urbina,KO/TKO,2.0,2.9166666666666665,3 Rnd (5-5-5),7.916666666666666
UFC Fight Night: Dern vs. Hill,1,Diego Ferreira,Michael Johnson,UFC Fight Night: Dern vs. Hill: Diego Ferreira v Michael Johnson,Diego Ferreira,KO/TKO,2.0,1.8333333333333333,3 Rnd (5-5-5),6.833333333333334
UFC Fight Night: Dern vs. Hill,1,Andre Fialho,Joaquin Buckley,UFC Fight Night: Dern vs. Hill: Andre Fialho v Joaquin Buckley,Joaquin Buckley,KO/TKO,2.0,4.25,3 Rnd (5-5-5),9.25
