event,gender,fighter1,fighter2,fight,winner,Method,Round,Time,Time format,duration
UFC Fight Night: Nicolau vs. Perez,0,Ivana Petrovic,Liang Na,UFC Fight Night: Nicolau vs. Perez: Ivana Petrovic v Liang Na,Ivana Petrovic,Submission,3.0,1.4833333333333334,3 Rnd (5-5-5),11.483333333333334
UFC Fight Night: Nicolau vs. Perez,1,Austen Lane,Jhonata Diniz,UFC Fight Night: Nicolau vs. Perez: Austen Lane v Jhonata Diniz,Jhonata Diniz,KO/TKO,2.0,2.2,3 Rnd (5-5-5),7.2
UFC Fight Night: Nicolau vs. Perez,0,Marnic Mann,Ketlen Souza,UFC Fight Night: Nicolau vs. Perez: Marnic Mann v Ketlen Souza,Ketlen Souza,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Nicolau vs. Perez,1,Don'Tale Mayes,Caio Machado,UFC Fight Night: Nicolau vs. Perez: Don'Tale Mayes v Caio Machado,Don'Tale Mayes,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Nicolau vs. Perez,1,Matheus Nicolau,Alex Perez,UFC Fight Night: Nicolau vs. Perez: Matheus Nicolau v Alex Perez,Alex Perez,KO/TKO,2.0,2.2666666666666666,5 Rnd (5-5-5-5-5),7.266666666666667
UFC Fight Night: Nicolau vs. Perez,1,Gabriel Benitez,Maheshate,UFC Fight Night: Nicolau vs. Perez: Gabriel Benitez v Maheshate,Maheshate,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Nicolau vs. Perez,1,Austin Hubbard,Michal Figlak,UFC Fight Night: Nicolau vs. Perez: Austin Hubbard v Michal Figlak,Austin Hubbard,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 300: Pereira vs. Hill,1,Jiri Prochazka,Aleksandar Rakic,UFC 300: Pereira vs. Hill: Jiri Prochazka v Aleksandar Rakic,Jiri Prochazka,KO/TKO,2.0,3.283333333333333,3 Rnd (5-5-5),8.283333333333333
UFC 300: Pereira vs. Hill,1,Alex Pereira,Jamahal Hill,UFC 300: Pereira vs. Hill: Alex Pereira v Jamahal Hill,Alex Pereira,KO/TKO,1.0,3.2333333333333334,5 Rnd (5-5-5-5-5),3.2333333333333334
UFC 300: Pereira vs. Hill,1,Deiveson Figueiredo,Cody Garbrandt,UFC 300: Pereira vs. Hill: Deiveson Figueiredo v Cody Garbrandt,Deiveson Figueiredo,Submission,2.0,4.033333333333333,3 Rnd (5-5-5),9.033333333333331
UFC 300: Pereira vs. Hill,0,Zhang Weili,Yan Xiaonan,UFC 300: Pereira vs. Hill: Zhang Weili v Yan Xiaonan,Zhang Weili,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC 300: Pereira vs. Hill,1,Calvin Kattar,Aljamain Sterling,UFC 300: Pereira vs. Hill: Calvin Kattar v Aljamain Sterling,Aljamain Sterling,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 300: Pereira vs. Hill,1,Bobby Green,Jim Miller,UFC 300: Pereira vs. Hill: Bobby Green v Jim Miller,Bobby Green,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 300: Pereira vs. Hill,0,Holly Holm,Kayla Harrison,UFC 300: Pereira vs. Hill: Holly Holm v Kayla Harrison,Kayla Harrison,Submission,2.0,1.7833333333333332,3 Rnd (5-5-5),6.783333333333333
UFC 300: Pereira vs. Hill,1,Jalin Turner,Renato Moicano,UFC 300: Pereira vs. Hill: Jalin Turner v Renato Moicano,Renato Moicano,KO/TKO,2.0,4.183333333333334,3 Rnd (5-5-5),9.183333333333334
UFC 300: Pereira vs. Hill,1,Bo Nickal,Cody Brundage,UFC 300: Pereira vs. Hill: Bo Nickal v Cody Brundage,Bo Nickal,Submission,2.0,3.633333333333333,3 Rnd (5-5-5),8.633333333333333
UFC 300: Pereira vs. Hill,0,Jessica Andrade,Marina Rodriguez,UFC 300: Pereira vs. Hill: Jessica Andrade v Marina Rodriguez,Jessica Andrade,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 300: Pereira vs. Hill,1,Charles Oliveira,Arman Tsarukyan,UFC 300: Pereira vs. Hill: Charles Oliveira v Arman Tsarukyan,Arman Tsarukyan,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 300: Pereira vs. Hill,1,Sodiq Yusuff,Diego Lopes,UFC 300: Pereira vs. Hill: Sodiq Yusuff v Diego Lopes,Diego Lopes,KO/TKO,1.0,1.4833333333333334,3 Rnd (5-5-5),1.4833333333333334
UFC 300: Pereira vs. Hill,1,Justin Gaethje,Max Holloway,UFC 300: Pereira vs. Hill: Justin Gaethje v Max Holloway,Max Holloway,KO/TKO,5.0,4.983333333333333,5 Rnd (5-5-5-5-5),24.98333333333333
UFC Fight Night: Allen vs. Curtis 2,1,Court McGee,Alex Morono,UFC Fight Night: Allen vs. Curtis 2: Court McGee v Alex Morono,Alex Morono,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,1,Valter Walker,Lukasz Brzeski,UFC Fight Night: Allen vs. Curtis 2: Valter Walker v Lukasz Brzeski,Lukasz Brzeski,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,1,Brendan Allen,Chris Curtis,UFC Fight Night: Allen vs. Curtis 2: Brendan Allen v Chris Curtis,Brendan Allen,Decision - Split,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Allen vs. Curtis 2,1,Morgan Charriere,Chepe Mariscal,UFC Fight Night: Allen vs. Curtis 2: Morgan Charriere v Chepe Mariscal,Chepe Mariscal,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,1,Ignacio Bahamondes,Christos Giagos,UFC Fight Night: Allen vs. Curtis 2: Ignacio Bahamondes v Christos Giagos,Ignacio Bahamondes,KO/TKO,1.0,3.5666666666666664,3 Rnd (5-5-5),3.5666666666666664
UFC Fight Night: Allen vs. Curtis 2,1,Dylan Budka,Cesar Almeida,UFC Fight Night: Allen vs. Curtis 2: Dylan Budka v Cesar Almeida,Cesar Almeida,KO/TKO,2.0,2.216666666666667,3 Rnd (5-5-5),7.216666666666667
UFC Fight Night: Allen vs. Curtis 2,0,Melissa Mullins,Nora Cornolle,UFC Fight Night: Allen vs. Curtis 2: Melissa Mullins v Nora Cornolle,Nora Cornolle,KO/TKO,2.0,3.1,3 Rnd (5-5-5),8.1
UFC Fight Night: Allen vs. Curtis 2,1,Trevor Peek,Charlie Campbell,UFC Fight Night: Allen vs. Curtis 2: Trevor Peek v Charlie Campbell,Charlie Campbell,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,1,Alexander Hernandez,Damon Jackson,UFC Fight Night: Allen vs. Curtis 2: Alexander Hernandez v Damon Jackson,Damon Jackson,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,1,Pedro Falcao,Victor Hugo,UFC Fight Night: Allen vs. Curtis 2: Pedro Falcao v Victor Hugo,Victor Hugo,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,0,Norma Dumont,Germaine de Randamie,UFC Fight Night: Allen vs. Curtis 2: Norma Dumont v Germaine de Randamie,Norma Dumont,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Allen vs. Curtis 2,1,Dan Argueta,Jean Matsumoto,UFC Fight Night: Allen vs. Curtis 2: Dan Argueta v Jean Matsumoto,Jean Matsumoto,Submission,2.0,4.983333333333333,3 Rnd (5-5-5),9.983333333333334
UFC Fight Night: Blanchfield vs. Fiorot,1,Julio Arce,Herbert Burns,UFC Fight Night: Blanchfield vs. Fiorot: Julio Arce v Herbert Burns,Julio Arce,KO/TKO,2.0,2.0,3 Rnd (5-5-5),7.0
UFC Fight Night: Blanchfield vs. Fiorot,1,Chidi Njokuani,Rhys McKee,UFC Fight Night: Blanchfield vs. Fiorot: Chidi Njokuani v Rhys McKee,Chidi Njokuani,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Blanchfield vs. Fiorot,1,Ibo Aslan,Anton Turkalj,UFC Fight Night: Blanchfield vs. Fiorot: Ibo Aslan v Anton Turkalj,Ibo Aslan,KO/TKO,3.0,1.5333333333333332,3 Rnd (5-5-5),11.533333333333331
UFC Fight Night: Blanchfield vs. Fiorot,1,Chris Weidman,Bruno Silva,UFC Fight Night: Blanchfield vs. Fiorot: Chris Weidman v Bruno Silva,Chris Weidman,Decision - Unanimous,3.0,2.3,3 Rnd (5-5-5),12.3
UFC Fight Night: Blanchfield vs. Fiorot,1,Dennis Buzukja,Connor Matthews,UFC Fight Night: Blanchfield vs. Fiorot: Dennis Buzukja v Connor Matthews,Dennis Buzukja,KO/TKO,3.0,0.3666666666666666,3 Rnd (5-5-5),10.366666666666667
UFC Fight Night: Blanchfield vs. Fiorot,1,Bill Algeo,Kyle Nelson,UFC Fight Night: Blanchfield vs. Fiorot: Bill Algeo v Kyle Nelson,Kyle Nelson,KO/TKO,1.0,4.0,3 Rnd (5-5-5),4.0
UFC Fight Night: Blanchfield vs. Fiorot,1,Vicente Luque,Joaquin Buckley,UFC Fight Night: Blanchfield vs. Fiorot: Vicente Luque v Joaquin Buckley,Joaquin Buckley,KO/TKO,2.0,3.283333333333333,3 Rnd (5-5-5),8.283333333333333
UFC Fight Night: Blanchfield vs. Fiorot,1,Nursulton Ruziboev,Sedriques Dumas,UFC Fight Night: Blanchfield vs. Fiorot: Nursulton Ruziboev v Sedriques Dumas,Nursulton Ruziboev,KO/TKO,1.0,3.3,3 Rnd (5-5-5),3.3
UFC Fight Night: Blanchfield vs. Fiorot,0,Virna Jandiroba,Loopy Godinez,UFC Fight Night: Blanchfield vs. Fiorot: Virna Jandiroba v Loopy Godinez,Virna Jandiroba,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Blanchfield vs. Fiorot,1,Nate Landwehr,Jamall Emmers,UFC Fight Night: Blanchfield vs. Fiorot: Nate Landwehr v Jamall Emmers,Nate Landwehr,KO/TKO,1.0,4.716666666666667,3 Rnd (5-5-5),4.716666666666667
UFC Fight Night: Blanchfield vs. Fiorot,1,Andre Petroski,Jacob Malkoun,UFC Fight Night: Blanchfield vs. Fiorot: Andre Petroski v Jacob Malkoun,Jacob Malkoun,KO/TKO,2.0,0.65,3 Rnd (5-5-5),5.65
UFC Fight Night: Blanchfield vs. Fiorot,0,Erin Blanchfield,Manon Fiorot,UFC Fight Night: Blanchfield vs. Fiorot: Erin Blanchfield v Manon Fiorot,Manon Fiorot,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Blanchfield vs. Fiorot,1,Angel Pacheco,Caolan Loughran,UFC Fight Night: Blanchfield vs. Fiorot: Angel Pacheco v Caolan Loughran,Caolan Loughran,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Ribas vs. Namajunas,1,Payton Talbott,Cameron Saaiman,UFC Fight Night: Ribas vs. Namajunas: Payton Talbott v Cameron Saaiman,Payton Talbott,KO/TKO,2.0,0.35,3 Rnd (5-5-5),5.35
UFC Fight Night: Ribas vs. Namajunas,1,Ricardo Ramos,Julian Erosa,UFC Fight Night: Ribas vs. Namajunas: Ricardo Ramos v Julian Erosa,Julian Erosa,Submission,1.0,2.25,3 Rnd (5-5-5),2.25
UFC Fight Night: Ribas vs. Namajunas,1,Billy Quarantillo,Youssef Zalal,UFC Fight Night: Ribas vs. Namajunas: Billy Quarantillo v Youssef Zalal,Youssef Zalal,Submission,2.0,1.8333333333333333,3 Rnd (5-5-5),6.833333333333334
UFC Fight Night: Ribas vs. Namajunas,0,Montserrat Rendon,Daria Zhelezniakova,UFC Fight Night: Ribas vs. Namajunas: Montserrat Rendon v Daria Zhelezniakova,Daria Zhelezniakova,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Ribas vs. Namajunas,0,Amanda Ribas,Rose Namajunas,UFC Fight Night: Ribas vs. Namajunas: Amanda Ribas v Rose Namajunas,Rose Namajunas,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Ribas vs. Namajunas,1,Igor Severino,Andre Lima,UFC Fight Night: Ribas vs. Namajunas: Igor Severino v Andre Lima,Andre Lima,DQ,2.0,2.8666666666666667,3 Rnd (5-5-5),7.866666666666667
UFC Fight Night: Ribas vs. Namajunas,1,Jarno Errens,Steven Nguyen,UFC Fight Night: Ribas vs. Namajunas: Jarno Errens v Steven Nguyen,Jarno Errens,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Ribas vs. Namajunas,1,Miles Johns,Cody Gibson,UFC Fight Night: Ribas vs. Namajunas: Miles Johns v Cody Gibson,Miles Johns,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Ribas vs. Namajunas,1,Edmen Shahbazyan,AJ Dobson,UFC Fight Night: Ribas vs. Namajunas: Edmen Shahbazyan v AJ Dobson,Edmen Shahbazyan,KO/TKO,1.0,4.55,3 Rnd (5-5-5),4.55
UFC Fight Night: Ribas vs. Namajunas,1,Kurt Holobaugh,Trey Ogden,UFC Fight Night: Ribas vs. Namajunas: Kurt Holobaugh v Trey Ogden,Trey Ogden,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Ribas vs. Namajunas,1,Mohammed Usman,Mick Parkin,UFC Fight Night: Ribas vs. Namajunas: Mohammed Usman v Mick Parkin,Mick Parkin,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Ribas vs. Namajunas,1,Fernando Padilla,Luis Pajuelo,UFC Fight Night: Ribas vs. Namajunas: Fernando Padilla v Luis Pajuelo,Fernando Padilla,Submission,1.0,2.75,3 Rnd (5-5-5),2.75
UFC Fight Night: Ribas vs. Namajunas,1,Karl Williams,Justin Tafa,UFC Fight Night: Ribas vs. Namajunas: Karl Williams v Justin Tafa,Karl Williams,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Tuivasa vs. Tybura,0,Jaqueline Amorim,Cory McKenna,UFC Fight Night: Tuivasa vs. Tybura: Jaqueline Amorim v Cory McKenna,Jaqueline Amorim,Submission,1.0,1.6333333333333333,3 Rnd (5-5-5),1.6333333333333333
UFC Fight Night: Tuivasa vs. Tybura,0,Josiane Nunes,Chelsea Chandler,UFC Fight Night: Tuivasa vs. Tybura: Josiane Nunes v Chelsea Chandler,Chelsea Chandler,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Tuivasa vs. Tybura,1,Bryan Battle,Ange Loosa,UFC Fight Night: Tuivasa vs. Tybura: Bryan Battle v Ange Loosa,Ange Loosa,Could Not Continue,2.0,1.0,3 Rnd (5-5-5),6.0
UFC Fight Night: Tuivasa vs. Tybura,1,Jafel Filho,Ode Osbourne,UFC Fight Night: Tuivasa vs. Tybura: Jafel Filho v Ode Osbourne,Jafel Filho,Submission,1.0,4.45,3 Rnd (5-5-5),4.45
UFC Fight Night: Tuivasa vs. Tybura,1,Natan Levy,Mike Davis,UFC Fight Night: Tuivasa vs. Tybura: Natan Levy v Mike Davis,Mike Davis,Submission,2.0,1.7166666666666668,3 Rnd (5-5-5),6.716666666666667
UFC Fight Night: Tuivasa vs. Tybura,1,Thiago Moises,Mitch Ramirez,UFC Fight Night: Tuivasa vs. Tybura: Thiago Moises v Mitch Ramirez,Thiago Moises,KO/TKO,3.0,0.25,3 Rnd (5-5-5),10.25
UFC Fight Night: Tuivasa vs. Tybura,1,Gerald Meerschaert,Bryan Barberena,UFC Fight Night: Tuivasa vs. Tybura: Gerald Meerschaert v Bryan Barberena,Gerald Meerschaert,Submission,2.0,4.383333333333334,3 Rnd (5-5-5),9.383333333333333
UFC Fight Night: Tuivasa vs. Tybura,0,Pannie Kianzad,Macy Chiasson,UFC Fight Night: Tuivasa vs. Tybura: Pannie Kianzad v Macy Chiasson,Macy Chiasson,Submission,1.0,3.9,3 Rnd (5-5-5),3.9
UFC Fight Night: Tuivasa vs. Tybura,1,Tai Tuivasa,Marcin Tybura,UFC Fight Night: Tuivasa vs. Tybura: Tai Tuivasa v Marcin Tybura,Marcin Tybura,Submission,1.0,4.133333333333334,5 Rnd (5-5-5-5-5),4.133333333333334
UFC Fight Night: Tuivasa vs. Tybura,1,Charalampos Grigoriou,Chad Anheliger,UFC Fight Night: Tuivasa vs. Tybura: Charalampos Grigoriou v Chad Anheliger,Chad Anheliger,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Tuivasa vs. Tybura,1,Ovince Saint Preux,Kennedy Nzechukwu,UFC Fight Night: Tuivasa vs. Tybura: Ovince Saint Preux v Kennedy Nzechukwu,Ovince Saint Preux,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Tuivasa vs. Tybura,1,Josh Culibao,Danny Silva,UFC Fight Night: Tuivasa vs. Tybura: Josh Culibao v Danny Silva,Danny Silva,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Tuivasa vs. Tybura,1,Christian Rodriguez,Isaac Dulgarian,UFC Fight Night: Tuivasa vs. Tybura: Christian Rodriguez v Isaac Dulgarian,Christian Rodriguez,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,0,Katlyn Cerminara,Maycee Barber,UFC 299: O'Malley vs. Vera 2: Katlyn Cerminara v Maycee Barber,Maycee Barber,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,1,Curtis Blaydes,Jailton Almeida,UFC 299: O'Malley vs. Vera 2: Curtis Blaydes v Jailton Almeida,Curtis Blaydes,KO/TKO,2.0,0.6,3 Rnd (5-5-5),5.6
UFC 299: O'Malley vs. Vera 2,1,Pedro Munhoz,Kyler Phillips,UFC 299: O'Malley vs. Vera 2: Pedro Munhoz v Kyler Phillips,Kyler Phillips,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,1,CJ Vergara,Asu Almabayev,UFC 299: O'Malley vs. Vera 2: CJ Vergara v Asu Almabayev,Asu Almabayev,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,1,Michel Pereira,Michal Oleksiejczuk,UFC 299: O'Malley vs. Vera 2: Michel Pereira v Michal Oleksiejczuk,Michel Pereira,Submission,1.0,1.0166666666666666,3 Rnd (5-5-5),1.0166666666666666
UFC 299: O'Malley vs. Vera 2,1,Dustin Poirier,Benoit Saint Denis,UFC 299: O'Malley vs. Vera 2: Dustin Poirier v Benoit Saint Denis,Dustin Poirier,KO/TKO,2.0,2.533333333333333,5 Rnd (5-5-5-5-5),7.533333333333333
UFC 299: O'Malley vs. Vera 2,1,Petr Yan,Song Yadong,UFC 299: O'Malley vs. Vera 2: Petr Yan v Song Yadong,Petr Yan,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,1,Kevin Holland,Michael Page,UFC 299: O'Malley vs. Vera 2: Kevin Holland v Michael Page,Michael Page,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,1,Gilbert Burns,Jack Della Maddalena,UFC 299: O'Malley vs. Vera 2: Gilbert Burns v Jack Della Maddalena,Jack Della Maddalena,KO/TKO,3.0,3.716666666666667,3 Rnd (5-5-5),13.716666666666669
UFC 299: O'Malley vs. Vera 2,1,Ion Cutelaba,Philipe Lins,UFC 299: O'Malley vs. Vera 2: Ion Cutelaba v Philipe Lins,Philipe Lins,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,1,Sean O'Malley,Marlon Vera,UFC 299: O'Malley vs. Vera 2: Sean O'Malley v Marlon Vera,Sean O'Malley,Decision - Unanimous,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC 299: O'Malley vs. Vera 2,1,Robelis Despaigne,Josh Parisian,UFC 299: O'Malley vs. Vera 2: Robelis Despaigne v Josh Parisian,Robelis Despaigne,KO/TKO,1.0,0.3,3 Rnd (5-5-5),0.3
UFC 299: O'Malley vs. Vera 2,1,Mateusz Gamrot,Rafael Dos Anjos,UFC 299: O'Malley vs. Vera 2: Mateusz Gamrot v Rafael Dos Anjos,Mateusz Gamrot,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC 299: O'Malley vs. Vera 2,0,Joanne Wood,Maryna Moroz,UFC 299: O'Malley vs. Vera 2: Joanne Wood v Maryna Moroz,Joanne Wood,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Rozenstruik vs. Gaziev,1,Alex Perez,Muhammad Mokaev,UFC Fight Night: Rozenstruik vs. Gaziev: Alex Perez v Muhammad Mokaev,Muhammad Mokaev,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Rozenstruik vs. Gaziev,1,Eryk Anders,Jamie Pickett,UFC Fight Night: Rozenstruik vs. Gaziev: Eryk Anders v Jamie Pickett,Eryk Anders,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Rozenstruik vs. Gaziev,1,Vitor Petrino,Tyson Pedro,UFC Fight Night: Rozenstruik vs. Gaziev: Vitor Petrino v Tyson Pedro,Vitor Petrino,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Rozenstruik vs. Gaziev,1,Vinicius Oliveira,Benardo Sopaj,UFC Fight Night: Rozenstruik vs. Gaziev: Vinicius Oliveira v Benardo Sopaj,Vinicius Oliveira,KO/TKO,3.0,4.683333333333334,3 Rnd (5-5-5),14.683333333333334
UFC Fight Night: Rozenstruik vs. Gaziev,1,Jairzinho Rozenstruik,Shamil Gaziev,UFC Fight Night: Rozenstruik vs. Gaziev: Jairzinho Rozenstruik v Shamil Gaziev,Jairzinho Rozenstruik,KO/TKO,4.0,5.0,5 Rnd (5-5-5-5-5),20.0
UFC Fight Night: Rozenstruik vs. Gaziev,1,Matt Schnell,Steve Erceg,UFC Fight Night: Rozenstruik vs. Gaziev: Matt Schnell v Steve Erceg,Steve Erceg,KO/TKO,2.0,0.4333333333333333,3 Rnd (5-5-5),5.433333333333334
UFC Fight Night: Rozenstruik vs. Gaziev,1,Christian Leroy Duncan,Claudio Ribeiro,UFC Fight Night: Rozenstruik vs. Gaziev: Christian Leroy Duncan v Claudio Ribeiro,Christian Leroy Duncan,KO/TKO,2.0,1.95,3 Rnd (5-5-5),6.95
UFC Fight Night: Rozenstruik vs. Gaziev,1,Abdul-Kareem Al-Selwady,Loik Radzhabov,UFC Fight Night: Rozenstruik vs. Gaziev: Abdul-Kareem Al-Selwady v Loik Radzhabov,Loik Radzhabov,KO/TKO,3.0,0.8166666666666667,3 Rnd (5-5-5),10.816666666666666
UFC Fight Night: Rozenstruik vs. Gaziev,1,Umar Nurmagomedov,Bekzat Almakhan,UFC Fight Night: Rozenstruik vs. Gaziev: Umar Nurmagomedov v Bekzat Almakhan,Umar Nurmagomedov,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Rozenstruik vs. Gaziev,1,Ludovit Klein,AJ Cunningham,UFC Fight Night: Rozenstruik vs. Gaziev: Ludovit Klein v AJ Cunningham,Ludovit Klein,KO/TKO,1.0,4.6,3 Rnd (5-5-5),4.6
UFC Fight Night: Rozenstruik vs. Gaziev,1,Aiemann Zahabi,Javid Basharat,UFC Fight Night: Rozenstruik vs. Gaziev: Aiemann Zahabi v Javid Basharat,Aiemann Zahabi,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Moreno vs. Royval 2,1,Yair Rodriguez,Brian Ortega,UFC Fight Night: Moreno vs. Royval 2: Yair Rodriguez v Brian Ortega,Brian Ortega,Submission,3.0,0.9666666666666668,5 Rnd (5-5-5-5-5),10.966666666666669
UFC Fight Night: Moreno vs. Royval 2,1,Edgar Chairez,Daniel Lacerda,UFC Fight Night: Moreno vs. Royval 2: Edgar Chairez v Daniel Lacerda,Edgar Chairez,Submission,1.0,2.283333333333333,3 Rnd (5-5-5),2.283333333333333
UFC Fight Night: Moreno vs. Royval 2,1,Claudio Puelles,Fares Ziam,UFC Fight Night: Moreno vs. Royval 2: Claudio Puelles v Fares Ziam,Fares Ziam,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Moreno vs. Royval 2,1,Daniel Zellhuber,Francisco Prado,UFC Fight Night: Moreno vs. Royval 2: Daniel Zellhuber v Francisco Prado,Daniel Zellhuber,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Moreno vs. Royval 2,1,Jesus Aguilar,Mateus Mendonca,UFC Fight Night: Moreno vs. Royval 2: Jesus Aguilar v Mateus Mendonca,Jesus Aguilar,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Moreno vs. Royval 2,1,Brandon Moreno,Brandon Royval,UFC Fight Night: Moreno vs. Royval 2: Brandon Moreno v Brandon Royval,Brandon Royval,Decision - Split,5.0,5.0,5 Rnd (5-5-5-5-5),25.0
UFC Fight Night: Moreno vs. Royval 2,1,Erik Silva,Muhammad Naimov,UFC Fight Night: Moreno vs. Royval 2: Erik Silva v Muhammad Naimov,Muhammad Naimov,KO/TKO,1.0,0.7333333333333333,3 Rnd (5-5-5),0.7333333333333333
UFC Fight Night: Moreno vs. Royval 2,0,Yazmin Jauregui,Sam Hughes,UFC Fight Night: Moreno vs. Royval 2: Yazmin Jauregui v Sam Hughes,Yazmin Jauregui,Decision - Unanimous,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Moreno vs. Royval 2,1,Cristian Quinonez,Raoni Barcelos,UFC Fight Night: Moreno vs. Royval 2: Cristian Quinonez v Raoni Barcelos,Raoni Barcelos,Submission,3.0,2.066666666666667,3 Rnd (5-5-5),12.066666666666666
UFC Fight Night: Moreno vs. Royval 2,1,Ronaldo Rodriguez,Denys Bondar,UFC Fight Night: Moreno vs. Royval 2: Ronaldo Rodriguez v Denys Bondar,Ronaldo Rodriguez,Submission,2.0,4.983333333333333,3 Rnd (5-5-5),9.983333333333334
UFC Fight Night: Moreno vs. Royval 2,1,Victor Altamirano,Felipe dos Santos,UFC Fight Night: Moreno vs. Royval 2: Victor Altamirano v Felipe dos Santos,Felipe dos Santos,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
UFC Fight Night: Moreno vs. Royval 2,1,Manuel Torres,Chris Duncan,UFC Fight Night: Moreno vs. Royval 2: Manuel Torres v Chris Duncan,Manuel Torres,Submission,1.0,1.7666666666666666,3 Rnd (5-5-5),1.7666666666666666
UFC 298: Volkanovski vs. Topuria,1,Geoff Neal,Ian Machado Garry,UFC 298: Volkanovski vs. Topuria: Geoff Neal v Ian Machado Garry,Ian Machado Garry,Decision - Split,3.0,5.0,3 Rnd (5-5-5),15.0
