fight,fighter,opponent,fighter_url,result,kd,sig. str.,sig. str. att,sig. str. %,total str.,total str. att,td,td att,td %,sub. att,rev.,ctrl,head,head att,body,body att,leg,leg att,distance,distance att,clinch,clinch att,ground,ground att
UFC Fight Night: Kattar vs. Emmett: Jasmine Jasudavicius v Natalia Silva,Natalia Silva,Jasmine Jasudavicius,http://ufcstats.com/fighter-details/262d32ebda89efc4,win,0.0,96.0,185.0,0.51,120.0,213.0,2.0,3.0,0.66,0.0,0.0,1.1166666666666667,55.0,137.0,18.0,24.0,23.0,24.0,85.0,169.0,1.0,1.0,10.0,15.0
UFC Fight Night: Kattar vs. Emmett: Joaquin Buckley v Albert Duraev,Joaquin Buckley,Albert Duraev,http://ufcstats.com/fighter-details/b9437600497350f3,win,2.0,27.0,105.0,0.25,30.0,108.0,0.0,0.0,,0.0,0.0,0.3666666666666666,15.0,80.0,11.0,24.0,1.0,1.0,23.0,98.0,3.0,6.0,1.0,1.0
UFC Fight Night: Kattar vs. Emmett: Joaquin Buckley v Albert Duraev,Albert Duraev,Joaquin Buckley,http://ufcstats.com/fighter-details/6b7c7460855dbbb9,loss,0.0,10.0,50.0,0.2,17.0,60.0,2.0,9.0,0.22,0.0,0.0,1.8,3.0,38.0,3.0,6.0,4.0,6.0,9.0,49.0,1.0,1.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Ricardo Ramos v Danny Chavez,Ricardo Ramos,Danny Chavez,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,win,1.0,4.0,14.0,0.28,4.0,14.0,0.0,0.0,,0.0,0.0,0.0166666666666666,3.0,12.0,1.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Ricardo Ramos v Danny Chavez,Danny Chavez,Ricardo Ramos,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,loss,0.0,3.0,9.0,0.33,3.0,9.0,0.0,0.0,,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,2.0,3.0,8.0,0.0,1.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Adrian Yanez v Tony Kelley,Adrian Yanez,Tony Kelley,http://ufcstats.com/fighter-details/0232cabbc30a2372,win,1.0,35.0,67.0,0.52,36.0,68.0,0.0,0.0,,0.0,0.0,0.0666666666666666,29.0,60.0,6.0,7.0,0.0,0.0,29.0,60.0,1.0,2.0,5.0,5.0
UFC Fight Night: Kattar vs. Emmett: Adrian Yanez v Tony Kelley,Tony Kelley,Adrian Yanez,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,loss,0.0,20.0,49.0,0.4,21.0,50.0,0.0,0.0,,0.0,0.0,0.0333333333333333,12.0,29.0,6.0,16.0,2.0,4.0,20.0,48.0,0.0,1.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Calvin Kattar v Josh Emmett,Calvin Kattar,Josh Emmett,http://ufcstats.com/fighter-details/751de04455cfaac0,loss,0.0,130.0,375.0,0.34,131.0,376.0,0.0,0.0,,0.0,0.0,0.0,114.0,351.0,15.0,23.0,1.0,1.0,130.0,375.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Calvin Kattar v Josh Emmett,Josh Emmett,Calvin Kattar,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,win,0.0,107.0,332.0,0.32,107.0,332.0,0.0,4.0,0.0,0.0,0.0,0.0666666666666666,73.0,286.0,26.0,37.0,8.0,9.0,106.0,330.0,1.0,2.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Court McGee v Jeremiah Wells,Court McGee,Jeremiah Wells,http://ufcstats.com/fighter-details/523fa774700d7d3f,loss,0.0,3.0,8.0,0.37,3.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Court McGee v Jeremiah Wells,Jeremiah Wells,Court McGee,http://ufcstats.com/fighter-details/d66a46de8d705353,win,1.0,7.0,16.0,0.43,7.0,16.0,0.0,0.0,,0.0,0.0,0.0333333333333333,7.0,16.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,2.0,2.0
UFC Fight Night: Kattar vs. Emmett: Maria Oliveira v Gloria de Paula,Maria Oliveira,Gloria de Paula,http://ufcstats.com/fighter-details/37d752ec41ed84bb,win,0.0,96.0,297.0,0.32,99.0,303.0,2.0,4.0,0.5,0.0,0.0,1.5833333333333337,66.0,247.0,12.0,23.0,18.0,27.0,94.0,294.0,2.0,3.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Maria Oliveira v Gloria de Paula,Gloria de Paula,Maria Oliveira,http://ufcstats.com/fighter-details/5dd180c8b3196786,loss,0.0,105.0,190.0,0.55,116.0,205.0,2.0,3.0,0.66,0.0,0.0,0.8166666666666667,75.0,155.0,11.0,15.0,19.0,20.0,98.0,182.0,7.0,7.0,0.0,1.0
UFC Fight Night: Kattar vs. Emmett: Julian Marquez v Gregory Rodrigues,Julian Marquez,Gregory Rodrigues,http://ufcstats.com/fighter-details/d0e1b42d41dab603,loss,0.0,13.0,42.0,0.3,13.0,42.0,0.0,0.0,,0.0,0.0,0.0,8.0,36.0,0.0,1.0,5.0,5.0,13.0,36.0,0.0,6.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Julian Marquez v Gregory Rodrigues,Gregory Rodrigues,Julian Marquez,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,win,3.0,49.0,72.0,0.68,50.0,74.0,0.0,0.0,,0.0,0.0,0.8666666666666667,46.0,67.0,3.0,5.0,0.0,0.0,33.0,49.0,3.0,6.0,13.0,17.0
UFC Fight Night: Kattar vs. Emmett: Eddie Wineland v Cody Stamann,Eddie Wineland,Cody Stamann,http://ufcstats.com/fighter-details/fc9a9559a05f2704,loss,0.0,3.0,7.0,0.42,3.0,7.0,0.0,0.0,,0.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Eddie Wineland v Cody Stamann,Cody Stamann,Eddie Wineland,http://ufcstats.com/fighter-details/bf7ad5628363eec9,win,1.0,27.0,38.0,0.71,32.0,43.0,0.0,0.0,,0.0,0.0,0.1166666666666666,23.0,34.0,3.0,3.0,1.0,1.0,9.0,16.0,12.0,16.0,6.0,6.0
UFC Fight Night: Kattar vs. Emmett: Tim Means v Kevin Holland,Tim Means,Kevin Holland,http://ufcstats.com/fighter-details/4b47e71384a9522f,loss,0.0,21.0,46.0,0.45,25.0,52.0,2.0,5.0,0.4,0.0,0.0,1.5,8.0,25.0,11.0,17.0,2.0,4.0,20.0,45.0,1.0,1.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Tim Means v Kevin Holland,Kevin Holland,Tim Means,http://ufcstats.com/fighter-details/3a46b268013afede,win,0.0,36.0,90.0,0.4,53.0,109.0,0.0,1.0,0.0,1.0,0.0,0.15,26.0,71.0,3.0,9.0,7.0,10.0,33.0,85.0,3.0,5.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Damir Ismagulov v Guram Kutateladze,Damir Ismagulov,Guram Kutateladze,http://ufcstats.com/fighter-details/135d124172a0bea3,win,0.0,79.0,192.0,0.41,83.0,197.0,0.0,6.0,0.0,0.0,0.0,0.7666666666666667,63.0,173.0,14.0,17.0,2.0,2.0,76.0,184.0,3.0,8.0,0.0,0.0
UFC Fight Night: Kattar vs. Emmett: Damir Ismagulov v Guram Kutateladze,Guram Kutateladze,Damir Ismagulov,http://ufcstats.com/fighter-details/7772b283d288dbe2,loss,0.0,78.0,187.0,0.41,80.0,190.0,1.0,7.0,0.14,0.0,0.0,0.65,29.0,129.0,28.0,33.0,21.0,25.0,64.0,170.0,13.0,16.0,1.0,1.0
UFC 275: Teixeira vs. Prochazka: Jack Della Maddalena v Ramazan Emeev,Jack Della Maddalena,Ramazan Emeev,http://ufcstats.com/fighter-details/6b453bc35a823c3f,win,1.0,18.0,36.0,0.5,18.0,36.0,0.0,0.0,,0.0,0.0,0.05,11.0,26.0,7.0,10.0,0.0,0.0,11.0,29.0,3.0,3.0,4.0,4.0
UFC 275: Teixeira vs. Prochazka: Jack Della Maddalena v Ramazan Emeev,Ramazan Emeev,Jack Della Maddalena,http://ufcstats.com/fighter-details/abd5fb12437eda21,loss,0.0,7.0,24.0,0.29,7.0,24.0,1.0,2.0,0.5,1.0,0.0,0.4166666666666667,6.0,22.0,1.0,2.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Valentina Shevchenko v Taila Santos,Valentina Shevchenko,Taila Santos,http://ufcstats.com/fighter-details/132deb59abae64b1,win,0.0,77.0,139.0,0.55,234.0,309.0,3.0,5.0,0.6,1.0,0.0,4.25,46.0,100.0,12.0,18.0,19.0,21.0,65.0,123.0,7.0,10.0,5.0,6.0
UFC 275: Teixeira vs. Prochazka: Valentina Shevchenko v Taila Santos,Taila Santos,Valentina Shevchenko,http://ufcstats.com/fighter-details/f7467152fd9f18a2,loss,0.0,55.0,102.0,0.53,128.0,180.0,3.0,3.0,1.0,3.0,2.0,8.816666666666666,18.0,58.0,11.0,15.0,26.0,29.0,45.0,89.0,4.0,5.0,6.0,8.0
UFC 275: Teixeira vs. Prochazka: Ramona Pascual v Joselyne Edwards,Ramona Pascual,Joselyne Edwards,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906,loss,0.0,63.0,109.0,0.57,65.0,113.0,1.0,11.0,0.09,0.0,0.0,1.0333333333333334,23.0,63.0,20.0,24.0,20.0,22.0,44.0,86.0,19.0,23.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Ramona Pascual v Joselyne Edwards,Joselyne Edwards,Ramona Pascual,http://ufcstats.com/fighter-details/f9ab66e67240db7b,win,0.0,164.0,268.0,0.61,175.0,280.0,0.0,3.0,0.0,0.0,0.0,0.8666666666666667,22.0,83.0,65.0,98.0,77.0,87.0,152.0,251.0,12.0,17.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Brendan Allen v Jacob Malkoun,Brendan Allen,Jacob Malkoun,http://ufcstats.com/fighter-details/2f181c0467965b98,win,0.0,45.0,74.0,0.6,89.0,122.0,2.0,2.0,1.0,0.0,2.0,3.4,36.0,62.0,2.0,4.0,7.0,8.0,28.0,55.0,0.0,1.0,17.0,18.0
UFC 275: Teixeira vs. Prochazka: Brendan Allen v Jacob Malkoun,Jacob Malkoun,Brendan Allen,http://ufcstats.com/fighter-details/d4270315cbcf2569,loss,0.0,33.0,55.0,0.6,66.0,96.0,7.0,14.0,0.5,0.0,0.0,7.15,29.0,50.0,3.0,4.0,1.0,1.0,29.0,48.0,1.0,1.0,3.0,6.0
UFC 275: Teixeira vs. Prochazka: Glover Teixeira v Jiri Prochazka,Glover Teixeira,Jiri Prochazka,http://ufcstats.com/fighter-details/7ff97850e8c32bda,loss,0.0,111.0,161.0,0.68,159.0,212.0,5.0,17.0,0.29,1.0,2.0,9.783333333333331,98.0,145.0,12.0,15.0,1.0,1.0,45.0,86.0,6.0,7.0,60.0,68.0
UFC 275: Teixeira vs. Prochazka: Glover Teixeira v Jiri Prochazka,Jiri Prochazka,Glover Teixeira,http://ufcstats.com/fighter-details/009341ed974bad72,win,0.0,120.0,205.0,0.58,157.0,245.0,0.0,0.0,,1.0,4.0,4.483333333333333,106.0,190.0,12.0,13.0,2.0,2.0,76.0,142.0,8.0,11.0,36.0,52.0
UFC 275: Teixeira vs. Prochazka: Liang Na v Silvana Gomez Juarez,Liang Na,Silvana Gomez Juarez,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,loss,0.0,4.0,17.0,0.23,4.0,17.0,0.0,2.0,0.0,0.0,0.0,0.15,4.0,17.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Liang Na v Silvana Gomez Juarez,Silvana Gomez Juarez,Liang Na,http://ufcstats.com/fighter-details/b4880ef2f838d4e1,win,1.0,8.0,12.0,0.66,10.0,14.0,0.0,0.0,,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,3.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Kyung Ho Kang v Batgerel Danaa,Kyung Ho Kang,Batgerel Danaa,http://ufcstats.com/fighter-details/a7897d200692ab64,win,0.0,100.0,155.0,0.64,100.0,155.0,0.0,2.0,0.0,0.0,0.0,0.0,82.0,134.0,2.0,4.0,16.0,17.0,99.0,153.0,1.0,2.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Kyung Ho Kang v Batgerel Danaa,Batgerel Danaa,Kyung Ho Kang,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,loss,0.0,109.0,284.0,0.38,110.0,286.0,0.0,1.0,0.0,0.0,0.0,0.05,68.0,223.0,19.0,36.0,22.0,25.0,103.0,276.0,5.0,7.0,1.0,1.0
UFC 275: Teixeira vs. Prochazka: SeungWoo Choi v Josh Culibao,SeungWoo Choi,Josh Culibao,http://ufcstats.com/fighter-details/a68575214ecad140,loss,0.0,46.0,163.0,0.28,64.0,184.0,1.0,2.0,0.5,0.0,0.0,2.5,29.0,137.0,6.0,14.0,11.0,12.0,39.0,147.0,4.0,10.0,3.0,6.0
UFC 275: Teixeira vs. Prochazka: SeungWoo Choi v Josh Culibao,Josh Culibao,SeungWoo Choi,http://ufcstats.com/fighter-details/6751eacd16bd59bc,win,2.0,51.0,111.0,0.45,69.0,132.0,0.0,0.0,,0.0,0.0,0.9666666666666668,40.0,97.0,7.0,9.0,4.0,5.0,40.0,95.0,6.0,8.0,5.0,8.0
UFC 275: Teixeira vs. Prochazka: Zhang Weili v Joanna Jedrzejczyk,Zhang Weili,Joanna Jedrzejczyk,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,win,1.0,69.0,102.0,0.67,94.0,130.0,3.0,6.0,0.5,0.0,0.0,2.8166666666666664,52.0,80.0,12.0,15.0,5.0,7.0,29.0,59.0,5.0,5.0,35.0,38.0
UFC 275: Teixeira vs. Prochazka: Zhang Weili v Joanna Jedrzejczyk,Joanna Jedrzejczyk,Zhang Weili,http://ufcstats.com/fighter-details/3d6749c4267da18f,loss,0.0,43.0,85.0,0.5,44.0,86.0,0.0,0.0,,0.0,0.0,0.0,20.0,56.0,9.0,9.0,14.0,20.0,39.0,81.0,4.0,4.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Andre Fialho v Jake Matthews,Andre Fialho,Jake Matthews,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,loss,0.0,18.0,51.0,0.35,19.0,52.0,0.0,0.0,,0.0,0.0,0.0,13.0,44.0,1.0,3.0,4.0,4.0,18.0,49.0,0.0,0.0,0.0,2.0
UFC 275: Teixeira vs. Prochazka: Andre Fialho v Jake Matthews,Jake Matthews,Andre Fialho,http://ufcstats.com/fighter-details/a845f0735bc67405,win,1.0,47.0,89.0,0.52,47.0,89.0,0.0,0.0,,0.0,0.0,0.0,35.0,75.0,4.0,4.0,8.0,10.0,44.0,86.0,1.0,1.0,2.0,2.0
UFC 275: Teixeira vs. Prochazka: Maheshate v Steve Garcia,Maheshate,Steve Garcia,http://ufcstats.com/fighter-details/8c1ca54b5089d199,win,2.0,7.0,10.0,0.7,7.0,10.0,0.0,0.0,,0.0,0.0,0.0,6.0,8.0,1.0,2.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0
UFC 275: Teixeira vs. Prochazka: Maheshate v Steve Garcia,Steve Garcia,Maheshate,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,loss,0.0,7.0,19.0,0.36,9.0,21.0,0.0,0.0,,0.0,0.0,0.5833333333333334,7.0,15.0,0.0,4.0,0.0,0.0,4.0,15.0,0.0,1.0,3.0,3.0
UFC Fight Night: Volkov vs. Rozenstruik: Rinat Fakhretdinov v Andreas Michailidis,Rinat Fakhretdinov,Andreas Michailidis,http://ufcstats.com/fighter-details/8f765fd5775a8873,win,0.0,45.0,61.0,0.73,106.0,130.0,5.0,10.0,0.5,0.0,0.0,13.0,27.0,41.0,10.0,11.0,8.0,9.0,10.0,20.0,18.0,22.0,17.0,19.0
UFC Fight Night: Volkov vs. Rozenstruik: Rinat Fakhretdinov v Andreas Michailidis,Andreas Michailidis,Rinat Fakhretdinov,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4,loss,0.0,18.0,33.0,0.54,48.0,65.0,0.0,2.0,0.0,0.0,1.0,0.65,7.0,22.0,5.0,5.0,6.0,6.0,9.0,22.0,7.0,9.0,2.0,2.0
UFC Fight Night: Volkov vs. Rozenstruik: Ode Osbourne v Zarrukh Adashev,Ode Osbourne,Zarrukh Adashev,http://ufcstats.com/fighter-details/6d68c1afe954f121,win,1.0,7.0,15.0,0.46,7.0,15.0,0.0,0.0,,0.0,0.0,0.05,7.0,15.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,6.0,7.0
UFC Fight Night: Volkov vs. Rozenstruik: Ode Osbourne v Zarrukh Adashev,Zarrukh Adashev,Ode Osbourne,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,loss,0.0,7.0,13.0,0.53,7.0,13.0,0.0,0.0,,0.0,0.0,0.0,5.0,11.0,1.0,1.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Felice Herrig v Karolina Kowalkiewicz,Felice Herrig,Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/b6850671a008bf9a,loss,0.0,55.0,122.0,0.45,59.0,126.0,0.0,2.0,0.0,0.0,0.0,0.0166666666666666,34.0,92.0,20.0,28.0,1.0,2.0,49.0,116.0,6.0,6.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Felice Herrig v Karolina Kowalkiewicz,Karolina Kowalkiewicz,Felice Herrig,http://ufcstats.com/fighter-details/d7c3816669784109,win,0.0,82.0,123.0,0.66,102.0,146.0,0.0,2.0,0.0,2.0,0.0,3.1666666666666665,54.0,94.0,23.0,24.0,5.0,5.0,57.0,96.0,17.0,18.0,8.0,9.0
UFC Fight Night: Volkov vs. Rozenstruik: Jeff Molina v Zhalgas Zhumagulov,Jeff Molina,Zhalgas Zhumagulov,http://ufcstats.com/fighter-details/008ea710276c9606,win,0.0,56.0,148.0,0.37,129.0,226.0,0.0,0.0,,0.0,0.0,0.2333333333333333,43.0,133.0,6.0,7.0,7.0,8.0,49.0,139.0,5.0,7.0,2.0,2.0
UFC Fight Night: Volkov vs. Rozenstruik: Jeff Molina v Zhalgas Zhumagulov,Zhalgas Zhumagulov,Jeff Molina,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb,loss,0.0,37.0,112.0,0.33,68.0,146.0,2.0,13.0,0.15,0.0,0.0,5.533333333333333,10.0,74.0,17.0,26.0,10.0,12.0,28.0,103.0,9.0,9.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Alonzo Menifield v Askar Mozharov,Alonzo Menifield,Askar Mozharov,http://ufcstats.com/fighter-details/a495f599e787614f,win,0.0,19.0,22.0,0.86,55.0,59.0,2.0,3.0,0.66,0.0,0.0,4.316666666666666,18.0,21.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,16.0,16.0
UFC Fight Night: Volkov vs. Rozenstruik: Alonzo Menifield v Askar Mozharov,Askar Mozharov,Alonzo Menifield,http://ufcstats.com/fighter-details/e92901944ce91909,loss,0.0,2.0,11.0,0.18,11.0,20.0,0.0,0.0,,0.0,0.0,0.0,1.0,9.0,1.0,2.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Erin Blanchfield v JJ Aldrich,Erin Blanchfield,JJ Aldrich,http://ufcstats.com/fighter-details/669970f7feba8ecd,win,0.0,48.0,100.0,0.48,68.0,121.0,0.0,4.0,0.0,1.0,0.0,0.9333333333333332,29.0,76.0,11.0,11.0,8.0,13.0,46.0,96.0,2.0,4.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Erin Blanchfield v JJ Aldrich,JJ Aldrich,Erin Blanchfield,http://ufcstats.com/fighter-details/6fd953151d981979,loss,0.0,32.0,71.0,0.45,38.0,77.0,2.0,6.0,0.33,0.0,0.0,0.7,29.0,66.0,3.0,5.0,0.0,0.0,31.0,68.0,1.0,3.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Michael Trizano v Lucas Almeida,Michael Trizano,Lucas Almeida,http://ufcstats.com/fighter-details/5bf31a46becc1204,loss,1.0,31.0,62.0,0.5,42.0,74.0,0.0,0.0,,0.0,0.0,1.7166666666666668,17.0,45.0,12.0,14.0,2.0,3.0,26.0,55.0,1.0,2.0,4.0,5.0
UFC Fight Night: Volkov vs. Rozenstruik: Michael Trizano v Lucas Almeida,Lucas Almeida,Michael Trizano,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,win,2.0,75.0,152.0,0.49,94.0,171.0,0.0,0.0,,0.0,0.0,2.216666666666667,32.0,95.0,16.0,22.0,27.0,35.0,54.0,121.0,0.0,0.0,21.0,31.0
UFC Fight Night: Volkov vs. Rozenstruik: Niklas Stolze v Benoit Saint Denis,Niklas Stolze,Benoit Saint Denis,http://ufcstats.com/fighter-details/62f7097c04311193,loss,0.0,11.0,14.0,0.78,20.0,23.0,0.0,0.0,,1.0,0.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,6.0,9.0,4.0,4.0,1.0,1.0
UFC Fight Night: Volkov vs. Rozenstruik: Niklas Stolze v Benoit Saint Denis,Benoit Saint Denis,Niklas Stolze,http://ufcstats.com/fighter-details/c2299ec916bc7c56,win,0.0,8.0,10.0,0.8,41.0,48.0,3.0,5.0,0.6,2.0,0.0,5.733333333333333,4.0,5.0,3.0,4.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0
UFC Fight Night: Volkov vs. Rozenstruik: Alexander Volkov v Jairzinho Rozenstruik,Alexander Volkov,Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/279566840aa55bf2,win,0.0,21.0,37.0,0.56,21.0,37.0,0.0,0.0,,0.0,0.0,0.0,10.0,26.0,5.0,5.0,6.0,6.0,21.0,37.0,0.0,0.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Alexander Volkov v Jairzinho Rozenstruik,Jairzinho Rozenstruik,Alexander Volkov,http://ufcstats.com/fighter-details/2cd428e9606856fd,loss,0.0,6.0,18.0,0.33,6.0,18.0,0.0,0.0,,0.0,0.0,0.0,3.0,15.0,0.0,0.0,3.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Karine Silva v Poliana Botelho,Karine Silva,Poliana Botelho,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,win,0.0,17.0,68.0,0.25,23.0,75.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,9.0,49.0,5.0,8.0,3.0,11.0,12.0,63.0,0.0,0.0,5.0,5.0
UFC Fight Night: Volkov vs. Rozenstruik: Karine Silva v Poliana Botelho,Poliana Botelho,Karine Silva,http://ufcstats.com/fighter-details/5c126c6aac3ef364,loss,0.0,19.0,26.0,0.73,19.0,26.0,0.0,0.0,,0.0,0.0,0.0,10.0,17.0,6.0,6.0,3.0,3.0,19.0,26.0,0.0,0.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Johnny Munoz v Tony Gravely,Johnny Munoz,Tony Gravely,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,loss,0.0,2.0,7.0,0.28,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0
UFC Fight Night: Volkov vs. Rozenstruik: Johnny Munoz v Tony Gravely,Tony Gravely,Johnny Munoz,http://ufcstats.com/fighter-details/601964f9654f911a,win,1.0,5.0,15.0,0.33,6.0,16.0,0.0,0.0,,0.0,0.0,0.05,4.0,12.0,0.0,0.0,1.0,3.0,2.0,11.0,0.0,0.0,3.0,4.0
UFC Fight Night: Volkov vs. Rozenstruik: Joe Solecki v Alex Da Silva,Joe Solecki,Alex Da Silva,http://ufcstats.com/fighter-details/af65aa688d13eedf,win,0.0,33.0,82.0,0.4,91.0,144.0,1.0,4.0,0.25,3.0,0.0,4.85,32.0,81.0,0.0,0.0,1.0,1.0,30.0,77.0,1.0,3.0,2.0,2.0
UFC Fight Night: Volkov vs. Rozenstruik: Joe Solecki v Alex Da Silva,Alex Da Silva,Joe Solecki,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,loss,1.0,35.0,76.0,0.46,54.0,96.0,0.0,0.0,,0.0,0.0,5.916666666666667,20.0,58.0,11.0,12.0,4.0,6.0,29.0,67.0,1.0,2.0,5.0,7.0
UFC Fight Night: Volkov vs. Rozenstruik: Dan Ige v Movsar Evloev,Dan Ige,Movsar Evloev,http://ufcstats.com/fighter-details/82a5152216251682,loss,0.0,42.0,106.0,0.39,47.0,114.0,0.0,0.0,,0.0,0.0,0.1666666666666666,25.0,85.0,14.0,18.0,3.0,3.0,38.0,102.0,1.0,1.0,3.0,3.0
UFC Fight Night: Volkov vs. Rozenstruik: Dan Ige v Movsar Evloev,Movsar Evloev,Dan Ige,http://ufcstats.com/fighter-details/76e2870ffafbe38f,win,0.0,68.0,129.0,0.52,144.0,213.0,9.0,16.0,0.56,0.0,0.0,6.783333333333333,50.0,109.0,12.0,14.0,6.0,6.0,51.0,110.0,2.0,2.0,15.0,17.0
UFC Fight Night: Volkov vs. Rozenstruik: Damon Jackson v Dan Argueta,Damon Jackson,Dan Argueta,http://ufcstats.com/fighter-details/29af297d9f1de0f8,win,0.0,32.0,53.0,0.6,47.0,71.0,2.0,4.0,0.5,1.0,1.0,10.416666666666666,23.0,44.0,6.0,6.0,3.0,3.0,19.0,40.0,5.0,5.0,8.0,8.0
UFC Fight Night: Volkov vs. Rozenstruik: Damon Jackson v Dan Argueta,Dan Argueta,Damon Jackson,http://ufcstats.com/fighter-details/e4ba58725825412d,loss,0.0,27.0,59.0,0.45,103.0,141.0,1.0,3.0,0.33,0.0,1.0,2.7333333333333334,24.0,56.0,3.0,3.0,0.0,0.0,16.0,42.0,10.0,15.0,1.0,2.0
UFC Fight Night: Holm vs. Vieira: Joseph Holmes v Alen Amedovski,Joseph Holmes,Alen Amedovski,http://ufcstats.com/fighter-details/8d20d76af3f213ce,win,1.0,16.0,23.0,0.69,16.0,23.0,1.0,1.0,1.0,1.0,0.0,0.35,11.0,17.0,2.0,2.0,3.0,4.0,9.0,14.0,1.0,1.0,6.0,8.0
UFC Fight Night: Holm vs. Vieira: Joseph Holmes v Alen Amedovski,Alen Amedovski,Joseph Holmes,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,loss,0.0,1.0,8.0,0.12,1.0,8.0,0.0,0.0,,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Elise Reed v Sam Hughes,Elise Reed,Sam Hughes,http://ufcstats.com/fighter-details/ac7c765882f2c68c,loss,0.0,17.0,41.0,0.41,70.0,100.0,0.0,0.0,,0.0,0.0,0.0,10.0,34.0,7.0,7.0,0.0,0.0,13.0,37.0,4.0,4.0,0.0,0.0
